doc_id,item,category,amount,price,discount
9642-CA-5,Пиджак жен.,Одежда,14,6128.3,2821.82
3259-CA-5,Дезинфицирующий спрей 5 л.,Бытовая химия,1,9718.54,2880.35
7936-CA-5,Моющий гель 0.5 л.,Бытовая химия,15,4723.46,2296.36
7936-CA-5,Миска мал.,Посуда,20,6980.9,761.71
7936-CA-5,Полотенце махровое цв. красный,Текстиль,10,8653.97,3613.82
4077-CA-5,Миска сред.,Посуда,8,9905.93,3816.63
4077-CA-5,Моющий гель 0.75 л.,Бытовая химия,12,6288.74,159.83
4077-CA-5,Полотенце махровое цв. красный,Текстиль,12,7182.14,321.92
4077-CA-5,Покрывало стеганое цв. синий,Текстиль,10,2306.29,1130.63
7929-CA-5,Свитер дет.,Одежда,4,1561.48,766.3
1469-CA-5,Универсальный очиститель 5 л.,Бытовая химия,18,1426.39,629.14
5090-CA-5,Футболка белая дет.,Одежда,18,369.65,1.84
5090-CA-5,Концентрат очищающий 1 л.,Бытовая химия,6,8826.52,1918.41
5090-CA-5,Миска бол.,Посуда,6,3552.37,1392.5
9430-CA-5,Кружка бол.,Посуда,11,25.2,0.75
6436-CA-5,Универсальный очиститель 0.25 л.,Бытовая химия,13,8479.49,2441.77
6436-CA-5,Сковорода бол.,Посуда,16,5369.54,2012.5
6436-CA-5,Кружка мал.,Посуда,17,267.62,113.29
6334-CA-5,Куртка осенняя муж.,Одежда,8,7211.57,1251.2
1240-CA-5,Полотенце махровое цв. зеленый,Текстиль,16,4945.99,2070.37
1240-CA-5,Концентрат очищающий 0.25 л.,Бытовая химия,11,6679.43,1595.12
6212-CA-5,Полотенце махровое цв. зеленый,Текстиль,6,9178.86,233.6
4810-CA-5,Универсальный очиститель 5 л.,Бытовая химия,20,67.9,3.83
1838-CA-5,Кружка сред.,Посуда,9,808.21,43.8
1838-CA-5,Подушка на стул цв. зеленый,Текстиль,5,5319.13,314.19
1838-CA-5,Концентрат очищающий 0.25 л.,Бытовая химия,6,6061.29,1778.41
1838-CA-5,Средство моющее 1 л.,Бытовая химия,5,1299.31,546.88
2265-CA-5,Универсальный очиститель 0.75 л.,Бытовая химия,17,9068.31,3662.46
2265-CA-5,Подушка на стул цв. черный,Текстиль,18,5501.81,2572.0
