doc_id,item,category,amount,price,discount
1231-CE-4,Универсальный очиститель 0.5 л.,Бытовая химия,11,5676.35,1665.34
1460-CE-4,Универсальный очиститель 0.5 л.,Бытовая химия,9,9267.35,3844.99
1460-CE-4,Куртка осенняя муж.,Одежда,15,3615.23,861.53
1460-CE-4,Сковорода бол.,Посуда,16,8627.81,3371.12
1460-CE-4,Миска сред.,Посуда,19,1620.99,416.1
5961-CE-4,Дезинфицирующий спрей 1 л.,Бытовая химия,3,2053.53,1012.9
5961-CE-4,Сковорода сред.,Посуда,20,3841.97,157.85
5961-CE-4,Полотенце махровое цв. синий,Текстиль,2,7874.45,3551.66
6535-CE-4,Сковорода бол.,Посуда,6,9714.19,2460.72
1680-CE-4,Дезинфицирующий спрей 0.5 л.,Бытовая химия,10,2132.85,382.75
1001-CE-4,Свитер жен.,Одежда,14,4127.1,1430.5
1001-CE-4,Средство моющее 0.75 л.,Бытовая химия,7,5187.39,1082.16
7129-CE-4,Подушка на стул цв. белый,Текстиль,4,1630.88,123.53
7129-CE-4,Сковорода мал.,Посуда,14,5473.9,2247.19
7129-CE-4,Универсальный очиститель 1 л.,Бытовая химия,4,250.77,38.49
7129-CE-4,Миска сред.,Посуда,13,8098.48,1336.89
7129-CE-4,Универсальный очиститель 1 л.,Бытовая химия,12,3129.29,421.27
9832-CE-4,Дезинфицирующий спрей 5 л.,Бытовая химия,3,5838.71,62.36
9832-CE-4,Моющий гель 5 л.,Бытовая химия,9,1836.97,500.41
9832-CE-4,Моющий гель 0.25 л.,Бытовая химия,13,5500.74,2707.98
9547-CE-4,Полотенце кухонное цв. зеленый,Текстиль,16,26.58,2.37
8155-CE-4,Покрывало стеганое цв. зеленый,Текстиль,16,7136.88,2643.77
8155-CE-4,Пиджак жен.,Одежда,11,6972.2,1045.26
8155-CE-4,Миска сред.,Посуда,19,6874.29,1640.8
8155-CE-4,Дезинфицирующий спрей 0.75 л.,Бытовая химия,19,8265.9,3429.39
8155-CE-4,Кастрюля сред.,Посуда,8,7139.87,3048.52
2598-CE-4,Концентрат очищающий 0.5 л.,Бытовая химия,6,4164.74,1143.1
2598-CE-4,Средство моющее 0.25 л.,Бытовая химия,7,7613.82,421.93
2598-CE-4,Пиджак жен.,Одежда,8,7316.37,2089.1
8459-CE-4,Пиджак жен.,Одежда,16,1453.4,523.22
8459-CE-4,Покрывало стеганое цв. зеленый,Текстиль,1,5986.54,1696.1
8459-CE-4,Средство моющее 5 л.,Бытовая химия,18,115.67,55.81
8459-CE-4,Куртка осенняя муж.,Одежда,18,8214.8,1315.69
8459-CE-4,Моющий гель 0.75 л.,Бытовая химия,12,4736.68,1464.8
9253-CE-4,Концентрат очищающий 5 л.,Бытовая химия,13,8908.2,654.23
9253-CE-4,Кастрюля бол.,Посуда,16,571.28,35.79
9253-CE-4,Пиджак муж.,Одежда,12,4509.88,299.7
9253-CE-4,Подушка на стул цв. черный,Текстиль,11,5867.14,1103.8
5087-CE-4,Куртка осенняя муж.,Одежда,11,7228.11,1134.24
5087-CE-4,Кастрюля мал.,Посуда,15,9509.87,176.82
5087-CE-4,Комплект постельного белья цв. черный,Текстиль,17,9712.44,4718.7
4685-CE-4,Кружка сред.,Посуда,12,6816.47,866.76
4685-CE-4,Кастрюля сред.,Посуда,7,2630.91,284.42
4685-CE-4,Пиджак жен.,Одежда,9,8376.88,2440.64
3794-CE-4,Сковорода мал.,Посуда,6,980.46,161.41
3794-CE-4,Моющий гель 0.5 л.,Бытовая химия,5,7598.42,298.55
3794-CE-4,Пиджак дет.,Одежда,20,6115.6,570.32
2193-CE-4,Универсальный очиститель 0.75 л.,Бытовая химия,3,995.76,16.25
2193-CE-4,Комплект постельного белья цв. красный,Текстиль,16,1621.29,330.47
8321-CE-4,Салатник бол.,Посуда,14,661.36,15.11
8321-CE-4,Моющий гель 0.75 л.,Бытовая химия,8,166.1,20.45
8321-CE-4,Комплект постельного белья цв. красный,Текстиль,5,8197.24,271.41
8321-CE-4,Дезинфицирующий спрей 0.75 л.,Бытовая химия,8,7815.8,3105.13
8321-CE-4,Салатник мал.,Посуда,19,3708.64,30.13
1636-CE-4,Подушка на стул цв. белый,Текстиль,1,4172.47,894.43
1636-CE-4,Средство моющее 5 л.,Бытовая химия,14,6148.66,222.14
9896-CE-4,Пальто зимнее муж.,Одежда,10,7965.81,1940.85
9896-CE-4,Футболка белая жен.,Одежда,13,4492.12,377.26
9896-CE-4,Моющий гель 1 л.,Бытовая химия,17,7750.77,246.7
9896-CE-4,Полотенце кухонное цв. белый,Текстиль,15,3112.99,957.46
7253-CE-4,Миска бол.,Посуда,11,9247.71,2603.3
7253-CE-4,Дезинфицирующий спрей 0.75 л.,Бытовая химия,18,6882.66,1453.9
7253-CE-4,Пиджак дет.,Одежда,17,9730.11,4769.91
3965-CE-4,Комплект постельного белья цв. черный,Текстиль,16,6149.97,2029.71
3965-CE-4,Пальто зимнее дет.,Одежда,2,4233.43,1250.92
6856-CE-4,Средство моющее 5 л.,Бытовая химия,16,4506.82,1584.61
6856-CE-4,Пиджак дет.,Одежда,18,3582.1,68.16
6856-CE-4,Полотенце махровое цв. черный,Текстиль,1,3067.33,791.4
6856-CE-4,Салатник сред.,Посуда,2,5125.77,578.84
6856-CE-4,Полотенце кухонное цв. белый,Текстиль,20,1636.36,813.56
4744-CE-4,Кастрюля сред.,Посуда,10,7408.24,1649.46
4744-CE-4,Куртка осенняя дет.,Одежда,3,3482.68,922.24
4744-CE-4,Сковорода мал.,Посуда,13,1375.15,576.6
5324-CE-4,Универсальный очиститель 5 л.,Бытовая химия,17,4830.3,2300.53
5324-CE-4,Пиджак муж.,Одежда,13,9538.73,3561.33
5324-CE-4,Средство моющее 0.25 л.,Бытовая химия,10,4556.1,1391.92
5324-CE-4,Моющий гель 5 л.,Бытовая химия,2,9304.19,651.3
5324-CE-4,Покрывало стеганое цв. белый,Текстиль,4,7938.93,1735.76
1377-CE-4,Подушка на стул цв. черный,Текстиль,2,1070.75,23.82
1377-CE-4,Футболка белая жен.,Одежда,2,2381.4,306.8
5990-CE-4,Свитер дет.,Одежда,13,9407.58,3197.1
5990-CE-4,Покрывало стеганое цв. синий,Текстиль,16,2669.58,73.43
5990-CE-4,Подушка на стул цв. синий,Текстиль,18,2069.2,453.3
5990-CE-4,Свитер муж.,Одежда,5,8210.96,284.4
7214-CE-4,Полотенце кухонное цв. черный,Текстиль,16,5942.29,1809.57
7214-CE-4,Концентрат очищающий 1 л.,Бытовая химия,16,612.27,281.6
7214-CE-4,Моющий гель 5 л.,Бытовая химия,14,3795.28,530.87
8310-CE-4,Свитер муж.,Одежда,14,8582.34,1450.12
3425-CE-4,Комплект постельного белья цв. красный,Текстиль,14,6292.36,1560.54
6793-CE-4,Дезинфицирующий спрей 5 л.,Бытовая химия,3,7170.27,264.42
