doc_id,item,category,amount,price,discount
5043-DA-2,Сковорода мал.,Посуда,17,5411.2,69.72
5043-DA-2,Кастрюля сред.,Посуда,16,5314.4,1376.39
5043-DA-2,Моющий гель 1 л.,Бытовая химия,14,5616.31,879.75
5043-DA-2,Пальто зимнее дет.,Одежда,10,4456.72,1420.7
5043-DA-2,Миска бол.,Посуда,9,7122.62,861.25
9510-DA-2,Концентрат очищающий 5 л.,Бытовая химия,8,3006.1,1257.1
9510-DA-2,Салатник сред.,Посуда,17,2706.86,1154.22
3671-DA-2,Куртка осенняя муж.,Одежда,19,9958.27,3397.78
3671-DA-2,Миска мал.,Посуда,4,4867.44,438.69
1947-DA-2,Пиджак муж.,Одежда,8,8712.36,4266.0
1947-DA-2,Полотенце махровое цв. зеленый,Текстиль,5,293.94,13.33
7929-DA-2,Салатник сред.,Посуда,5,6350.7,65.46
7929-DA-2,Кружка бол.,Посуда,1,4826.96,856.87
7929-DA-2,Салатник мал.,Посуда,10,504.3,63.46
7929-DA-2,Салатник бол.,Посуда,12,5488.99,2307.52
1330-DA-2,Кастрюля мал.,Посуда,18,1348.4,35.55
1330-DA-2,Дезинфицирующий спрей 1 л.,Бытовая химия,1,1589.47,652.26
1330-DA-2,Кружка бол.,Посуда,20,7212.0,1088.76
1330-DA-2,Полотенце махровое цв. черный,Текстиль,9,2584.9,465.83
1330-DA-2,Универсальный очиститель 5 л.,Бытовая химия,8,279.33,3.33
8283-DA-2,Универсальный очиститель 0.5 л.,Бытовая химия,5,8833.69,1723.8
8387-DA-2,Футболка белая муж.,Одежда,15,8675.33,238.96
8387-DA-2,Кастрюля мал.,Посуда,16,69.3,33.6
8387-DA-2,Концентрат очищающий 0.25 л.,Бытовая химия,13,2304.82,707.32
8387-DA-2,Салатник мал.,Посуда,12,7105.79,2126.45
8158-DA-2,Полотенце махровое цв. красный,Текстиль,11,9253.63,54.0
8158-DA-2,Средство моющее 5 л.,Бытовая химия,6,2274.78,883.4
5455-DA-2,Сковорода бол.,Посуда,17,5319.36,2607.42
5455-DA-2,Пальто зимнее муж.,Одежда,19,4119.35,252.24
5455-DA-2,Универсальный очиститель 5 л.,Бытовая химия,16,2795.15,1046.39
6359-DA-2,Комплект постельного белья цв. красный,Текстиль,10,1606.52,526.1
6359-DA-2,Пиджак муж.,Одежда,4,2698.66,1245.94
6359-DA-2,Куртка осенняя муж.,Одежда,16,11.62,4.83
5879-DA-2,Полотенце кухонное цв. черный,Текстиль,13,2951.49,908.24
5879-DA-2,Кастрюля сред.,Посуда,6,7113.6,2042.24
8662-DA-2,Подушка на стул цв. черный,Текстиль,15,2750.3,39.2
8662-DA-2,Универсальный очиститель 0.25 л.,Бытовая химия,6,4018.85,1101.31
6897-DA-2,Полотенце махровое цв. зеленый,Текстиль,2,2803.53,361.86
6897-DA-2,Дезинфицирующий спрей 0.5 л.,Бытовая химия,20,2241.62,206.31
7200-DA-2,Моющий гель 0.5 л.,Бытовая химия,2,6796.71,2854.74
7200-DA-2,Моющий гель 0.25 л.,Бытовая химия,13,5740.19,1510.48
7200-DA-2,Сковорода сред.,Посуда,1,5668.75,451.12
5410-DA-2,Свитер муж.,Одежда,1,1264.43,46.71
9070-DA-2,Пиджак муж.,Одежда,1,5328.49,128.21
9309-DA-2,Сковорода сред.,Посуда,3,2289.53,557.82
9309-DA-2,Моющий гель 0.25 л.,Бытовая химия,6,5616.43,1711.4
2930-DA-2,Кастрюля бол.,Посуда,3,6199.36,2105.93
2930-DA-2,Моющий гель 5 л.,Бытовая химия,8,8998.28,3039.36
2930-DA-2,Концентрат очищающий 1 л.,Бытовая химия,7,6549.44,1924.2
8629-DA-2,Кастрюля бол.,Посуда,19,3776.95,1091.8
8629-DA-2,Пальто зимнее жен.,Одежда,5,6270.25,249.88
8629-DA-2,Кружка бол.,Посуда,12,3440.76,290.82
8629-DA-2,Футболка белая дет.,Одежда,6,3296.96,238.96
8629-DA-2,Салатник сред.,Посуда,13,1105.3,25.74
2194-DA-2,Кастрюля сред.,Посуда,6,1202.82,45.21
2194-DA-2,Салатник бол.,Посуда,1,7016.28,655.28
8610-DA-2,Миска мал.,Посуда,10,9968.3,470.55
8610-DA-2,Сковорода мал.,Посуда,13,11.51,2.78
8610-DA-2,Кружка сред.,Посуда,13,5232.84,1109.53
8301-DA-2,Дезинфицирующий спрей 0.75 л.,Бытовая химия,5,7446.28,878.71
8301-DA-2,Полотенце кухонное цв. зеленый,Текстиль,1,3073.72,1216.68
8301-DA-2,Полотенце кухонное цв. красный,Текстиль,9,5950.38,943.81
5874-DA-2,Комплект постельного белья цв. красный,Текстиль,5,7380.24,3044.94
5874-DA-2,Концентрат очищающий 0.75 л.,Бытовая химия,1,495.69,154.5
5874-DA-2,Подушка на стул цв. синий,Текстиль,7,3420.56,127.47
5874-DA-2,Концентрат очищающий 1 л.,Бытовая химия,11,2243.74,1032.46
5874-DA-2,Подушка на стул цв. синий,Текстиль,11,2085.27,591.18
5613-DA-2,Кружка сред.,Посуда,9,8738.99,2892.35
5613-DA-2,Средство моющее 0.75 л.,Бытовая химия,2,2608.48,182.42
9419-DA-2,Подушка на стул цв. красный,Текстиль,20,3519.6,1429.83
8989-DA-2,Пальто зимнее жен.,Одежда,7,9952.73,252.44
8989-DA-2,Средство моющее 5 л.,Бытовая химия,13,561.36,234.99
8989-DA-2,Миска бол.,Посуда,12,9761.44,4775.99
7466-DA-2,Кружка сред.,Посуда,17,7133.74,1075.72
4676-DA-2,Салатник бол.,Посуда,6,1110.64,334.84
4676-DA-2,Концентрат очищающий 5 л.,Бытовая химия,13,8133.36,419.67
4676-DA-2,Куртка осенняя жен.,Одежда,10,284.14,73.38
4676-DA-2,Покрывало стеганое цв. синий,Текстиль,19,1402.95,271.87
2165-DA-2,Моющий гель 0.25 л.,Бытовая химия,13,2747.3,1206.94
2165-DA-2,Кружка сред.,Посуда,19,2183.52,1053.73
2165-DA-2,Кастрюля сред.,Посуда,19,1503.93,186.41
2165-DA-2,Комплект постельного белья цв. белый,Текстиль,11,4358.85,2069.4
2165-DA-2,Дезинфицирующий спрей 0.75 л.,Бытовая химия,15,3454.4,1710.69
3708-DA-2,Кастрюля мал.,Посуда,20,6623.84,472.13
3708-DA-2,Концентрат очищающий 0.5 л.,Бытовая химия,19,4479.37,1607.63
3708-DA-2,Миска сред.,Посуда,6,6741.6,1115.51
3708-DA-2,Дезинфицирующий спрей 0.75 л.,Бытовая химия,6,1482.7,646.49
8667-DA-2,Кружка бол.,Посуда,6,2246.96,669.69
8667-DA-2,Кружка бол.,Посуда,17,1481.81,553.4
8667-DA-2,Дезинфицирующий спрей 0.75 л.,Бытовая химия,13,849.27,295.35
8667-DA-2,Концентрат очищающий 0.25 л.,Бытовая химия,15,7626.62,767.78
8667-DA-2,Пиджак муж.,Одежда,14,4849.33,213.76
5940-DA-2,Салатник сред.,Посуда,15,5434.86,683.65
5940-DA-2,Подушка на стул цв. красный,Текстиль,7,2257.72,623.37
5940-DA-2,Кружка мал.,Посуда,10,4790.84,1277.5
5940-DA-2,Футболка белая дет.,Одежда,20,3185.67,1368.71
5940-DA-2,Средство моющее 0.75 л.,Бытовая химия,2,6522.88,702.69
8508-DA-2,Футболка белая дет.,Одежда,20,7088.3,239.61
8508-DA-2,Моющий гель 0.5 л.,Бытовая химия,19,1581.71,196.77
8508-DA-2,Средство моющее 0.75 л.,Бытовая химия,6,5404.55,1342.68
4782-DA-2,Полотенце кухонное цв. красный,Текстиль,6,5439.77,403.97
1442-DA-2,Кастрюля мал.,Посуда,12,2015.3,426.48
4531-DA-2,Сковорода бол.,Посуда,13,9106.46,3381.81
4531-DA-2,Кружка бол.,Посуда,4,3551.72,1071.65
4531-DA-2,Средство моющее 0.5 л.,Бытовая химия,13,8867.86,1282.93
4531-DA-2,Дезинфицирующий спрей 5 л.,Бытовая химия,11,1238.73,38.1
6987-DA-2,Футболка белая дет.,Одежда,5,931.79,314.91
