doc_id,item,category,amount,price,discount
5630-ED-5,Салатник мал.,Посуда,14,5624.53,2495.8
5630-ED-5,Моющий гель 5 л.,Бытовая химия,18,4691.44,1147.86
5630-ED-5,Средство моющее 5 л.,Бытовая химия,20,668.6,146.42
4912-ED-5,Дезинфицирующий спрей 1 л.,Бытовая химия,20,6865.41,739.35
1146-ED-5,Моющий гель 0.5 л.,Бытовая химия,7,4493.38,60.69
1146-ED-5,Комплект постельного белья цв. синий,Текстиль,17,6422.95,2659.61
1146-ED-5,Куртка осенняя жен.,Одежда,14,3480.82,1045.26
7040-ED-5,Кружка бол.,Посуда,4,5486.97,900.96
7040-ED-5,Универсальный очиститель 0.75 л.,Бытовая химия,5,5728.29,2589.96
7040-ED-5,Пиджак дет.,Одежда,18,4065.53,952.32
7040-ED-5,Полотенце кухонное цв. красный,Текстиль,10,581.44,148.91
7040-ED-5,Свитер дет.,Одежда,15,2269.7,1078.68
9132-ED-5,Подушка на стул цв. синий,Текстиль,10,7006.39,1155.64
9132-ED-5,Комплект постельного белья цв. синий,Текстиль,8,5284.66,1809.79
9132-ED-5,Средство моющее 1 л.,Бытовая химия,2,6921.89,2110.42
9132-ED-5,Кастрюля мал.,Посуда,12,4730.55,129.2
2370-ED-5,Комплект постельного белья цв. черный,Текстиль,19,5245.75,573.38
2370-ED-5,Дезинфицирующий спрей 0.5 л.,Бытовая химия,11,3707.55,743.41
2370-ED-5,Полотенце махровое цв. зеленый,Текстиль,4,3602.42,702.5
2370-ED-5,Салатник мал.,Посуда,14,1445.47,324.38
5612-ED-5,Универсальный очиститель 1 л.,Бытовая химия,5,5655.21,755.84
5612-ED-5,Комплект постельного белья цв. синий,Текстиль,5,8452.36,3212.9
5612-ED-5,Средство моющее 1 л.,Бытовая химия,19,4934.62,164.7
6128-ED-5,Покрывало стеганое цв. зеленый,Текстиль,2,5854.8,84.48
6128-ED-5,Куртка осенняя жен.,Одежда,15,252.62,42.14
6128-ED-5,Концентрат очищающий 5 л.,Бытовая химия,10,8558.35,3011.72
6128-ED-5,Пальто зимнее дет.,Одежда,5,5623.12,2741.6
6162-ED-5,Средство моющее 0.5 л.,Бытовая химия,10,4388.35,1857.85
6162-ED-5,Дезинфицирующий спрей 5 л.,Бытовая химия,19,2230.8,432.65
6162-ED-5,Свитер жен.,Одежда,7,8132.65,3615.93
6162-ED-5,Полотенце махровое цв. белый,Текстиль,7,7902.6,2495.28
6295-ED-5,Свитер дет.,Одежда,10,2813.9,365.26
8176-ED-5,Футболка белая муж.,Одежда,13,5005.64,1546.86
8176-ED-5,Сковорода мал.,Посуда,7,2263.95,773.41
8176-ED-5,Моющий гель 0.5 л.,Бытовая химия,10,8394.81,3996.59
8176-ED-5,Пальто зимнее муж.,Одежда,16,8003.23,3202.41
7883-ED-5,Миска бол.,Посуда,9,1801.38,632.21
7566-ED-5,Миска мал.,Посуда,12,575.16,173.63
4147-ED-5,Сковорода сред.,Посуда,14,9709.8,4197.84
4147-ED-5,Миска бол.,Посуда,17,8322.93,761.78
