doc_id,item,category,amount,price,discount
2970-BC-5,Кружка мал.,Посуда,3,300.47,81.32
2970-BC-5,Кружка мал.,Посуда,5,344.9,131.98
2970-BC-5,Пальто зимнее жен.,Одежда,5,5955.7,2644.68
2970-BC-5,Кружка сред.,Посуда,20,9323.56,578.82
5103-BC-5,Салатник бол.,Посуда,17,4230.3,761.49
5103-BC-5,Салатник сред.,Посуда,12,6482.38,953.34
8963-BC-5,Комплект постельного белья цв. белый,Текстиль,2,1381.8,184.99
8963-BC-5,Покрывало стеганое цв. черный,Текстиль,1,2271.98,253.94
8963-BC-5,Универсальный очиститель 5 л.,Бытовая химия,19,7904.88,1250.31
8963-BC-5,Покрывало стеганое цв. черный,Текстиль,17,7921.26,3605.34
2960-BC-5,Свитер жен.,Одежда,17,7962.14,281.19
2960-BC-5,Кружка мал.,Посуда,14,7932.4,3933.89
2960-BC-5,Моющий гель 1 л.,Бытовая химия,3,7103.41,2714.5
2960-BC-5,Полотенце махровое цв. зеленый,Текстиль,3,7493.8,1955.74
6433-BC-5,Пиджак муж.,Одежда,10,7484.56,2358.19
6433-BC-5,Пальто зимнее дет.,Одежда,20,8058.27,3529.31
6433-BC-5,Сковорода мал.,Посуда,1,6193.38,1891.17
9625-BC-5,Средство моющее 0.25 л.,Бытовая химия,16,9192.7,3883.21
9625-BC-5,Сковорода мал.,Посуда,6,2666.98,614.69
9625-BC-5,Универсальный очиститель 1 л.,Бытовая химия,13,5721.31,1447.75
9625-BC-5,Подушка на стул цв. синий,Текстиль,18,352.49,91.98
9625-BC-5,Кружка сред.,Посуда,19,1808.47,189.66
4908-BC-5,Средство моющее 0.75 л.,Бытовая химия,1,375.67,106.4
4908-BC-5,Футболка белая муж.,Одежда,19,6213.57,1233.97
4908-BC-5,Миска мал.,Посуда,16,2001.4,489.7
2090-BC-5,Миска сред.,Посуда,3,1960.3,879.51
8152-BC-5,Покрывало стеганое цв. белый,Текстиль,19,1282.3,516.81
8152-BC-5,Миска мал.,Посуда,10,6524.14,2879.12
8647-BC-5,Сковорода сред.,Посуда,17,3195.67,6.1
8647-BC-5,Моющий гель 0.75 л.,Бытовая химия,2,9148.43,3117.49
8647-BC-5,Дезинфицирующий спрей 0.75 л.,Бытовая химия,1,2148.72,516.18
8647-BC-5,Подушка на стул цв. синий,Текстиль,3,3642.83,944.86
9251-BC-5,Покрывало стеганое цв. белый,Текстиль,6,2081.93,32.49
9052-BC-5,Миска сред.,Посуда,20,1409.31,384.58
9052-BC-5,Миска сред.,Посуда,19,9681.33,4823.87
9052-BC-5,Миска мал.,Посуда,6,7855.8,3174.57
2367-BC-5,Сковорода бол.,Посуда,1,3670.12,1470.91
2367-BC-5,Кружка сред.,Посуда,19,130.0,35.31
2367-BC-5,Пальто зимнее муж.,Одежда,8,4767.94,1064.48
7846-BC-5,Миска бол.,Посуда,20,5889.49,774.24
7846-BC-5,Концентрат очищающий 0.5 л.,Бытовая химия,14,5276.76,2263.25
7846-BC-5,Комплект постельного белья цв. зеленый,Текстиль,18,4415.16,1827.0
9808-BC-5,Покрывало стеганое цв. красный,Текстиль,15,8105.1,1245.5
9808-BC-5,Кружка мал.,Посуда,20,7336.96,1238.68
2339-BC-5,Миска сред.,Посуда,7,7470.37,816.52
2339-BC-5,Сковорода бол.,Посуда,2,8738.5,121.42
2339-BC-5,Покрывало стеганое цв. белый,Текстиль,14,6800.26,3202.55
2339-BC-5,Средство моющее 0.75 л.,Бытовая химия,6,643.56,179.95
7150-BC-5,Футболка белая дет.,Одежда,19,7737.17,341.13
7150-BC-5,Пальто зимнее муж.,Одежда,4,2015.24,583.47
7150-BC-5,Куртка осенняя муж.,Одежда,5,5069.83,492.28
6194-BC-5,Кастрюля сред.,Посуда,2,8184.53,714.36
7517-BC-5,Сковорода сред.,Посуда,10,779.6,366.34
7517-BC-5,Миска бол.,Посуда,14,5874.66,1582.75
7517-BC-5,Моющий гель 0.5 л.,Бытовая химия,7,4415.29,1226.7
3954-BC-5,Средство моющее 0.75 л.,Бытовая химия,3,1499.16,588.49
3954-BC-5,Миска бол.,Посуда,8,5540.74,1934.72
3954-BC-5,Подушка на стул цв. зеленый,Текстиль,3,7205.96,2964.1
3954-BC-5,Универсальный очиститель 0.75 л.,Бытовая химия,12,368.55,106.32
3954-BC-5,Полотенце махровое цв. белый,Текстиль,10,5061.58,96.21
4741-BC-5,Дезинфицирующий спрей 0.25 л.,Бытовая химия,17,5986.6,699.38
4741-BC-5,Комплект постельного белья цв. черный,Текстиль,13,7053.53,2282.93
4741-BC-5,Футболка белая жен.,Одежда,20,4631.2,1441.23
2337-BC-5,Пиджак жен.,Одежда,13,3532.34,72.43
6065-BC-5,Пиджак дет.,Одежда,13,9516.76,3486.1
