doc_id,item,category,amount,price,discount
9447-ED-3,Куртка осенняя муж.,Одежда,20,6047.84,1506.1
9447-ED-3,Концентрат очищающий 0.5 л.,Бытовая химия,15,9657.73,3377.67
9447-ED-3,Свитер дет.,Одежда,7,2973.67,842.18
9447-ED-3,Дезинфицирующий спрей 0.25 л.,Бытовая химия,20,3040.8,484.1
8651-ED-3,Свитер муж.,Одежда,18,2099.89,842.72
9406-ED-3,Свитер дет.,Одежда,11,9566.46,1708.61
5109-ED-3,Полотенце кухонное цв. черный,Текстиль,14,2897.34,824.21
5109-ED-3,Пиджак дет.,Одежда,9,3825.63,406.5
5109-ED-3,Салатник бол.,Посуда,14,2187.77,912.45
5109-ED-3,Покрывало стеганое цв. красный,Текстиль,14,2527.58,286.7
5910-ED-3,Сковорода мал.,Посуда,7,5977.79,2845.57
5910-ED-3,Сковорода сред.,Посуда,17,735.51,241.76
5910-ED-3,Моющий гель 0.5 л.,Бытовая химия,16,3679.28,1693.5
5910-ED-3,Кастрюля бол.,Посуда,6,4365.5,539.9
1640-ED-3,Полотенце кухонное цв. красный,Текстиль,12,7157.56,2951.56
2718-ED-3,Подушка на стул цв. зеленый,Текстиль,10,7308.21,2772.96
2718-ED-3,Полотенце махровое цв. синий,Текстиль,13,8329.7,3910.62
2718-ED-3,Комплект постельного белья цв. красный,Текстиль,16,9105.91,785.45
2718-ED-3,Полотенце махровое цв. синий,Текстиль,10,6626.76,768.27
2718-ED-3,Свитер жен.,Одежда,17,3514.13,559.89
5312-ED-3,Дезинфицирующий спрей 1 л.,Бытовая химия,16,131.85,63.31
5312-ED-3,Кружка бол.,Посуда,8,1867.9,481.21
5312-ED-3,Куртка осенняя дет.,Одежда,16,2781.31,35.91
5312-ED-3,Пальто зимнее жен.,Одежда,1,3875.78,822.96
6802-ED-3,Миска сред.,Посуда,18,9060.44,438.23
6802-ED-3,Полотенце кухонное цв. синий,Текстиль,11,3448.1,14.8
3345-ED-3,Пальто зимнее дет.,Одежда,20,6559.32,1860.4
3345-ED-3,Футболка белая муж.,Одежда,17,8546.73,3560.81
3345-ED-3,Сковорода бол.,Посуда,14,2826.78,742.28
7813-ED-3,Подушка на стул цв. белый,Текстиль,12,4578.46,1852.77
7813-ED-3,Футболка белая жен.,Одежда,1,2883.62,371.4
7813-ED-3,Средство моющее 0.5 л.,Бытовая химия,4,689.96,339.23
7813-ED-3,Пальто зимнее жен.,Одежда,12,2873.12,1319.17
4070-ED-3,Кружка мал.,Посуда,15,520.83,222.67
9508-ED-3,Свитер жен.,Одежда,12,6069.71,326.3
5428-ED-3,Кружка мал.,Посуда,19,3129.35,36.65
5466-ED-3,Концентрат очищающий 5 л.,Бытовая химия,3,3516.46,1445.12
8005-ED-3,Концентрат очищающий 0.75 л.,Бытовая химия,16,8787.6,3586.33
8005-ED-3,Миска мал.,Посуда,5,2008.27,597.66
8005-ED-3,Куртка осенняя муж.,Одежда,10,6508.2,2922.84
6419-ED-3,Пальто зимнее дет.,Одежда,9,9754.9,4569.29
6419-ED-3,Дезинфицирующий спрей 0.75 л.,Бытовая химия,16,3530.13,892.22
6419-ED-3,Покрывало стеганое цв. синий,Текстиль,13,7353.9,56.44
2832-ED-3,Куртка осенняя дет.,Одежда,3,4812.37,748.31
2832-ED-3,Пиджак муж.,Одежда,11,8893.3,82.63
2832-ED-3,Пальто зимнее муж.,Одежда,8,4466.72,925.23
2832-ED-3,Салатник мал.,Посуда,10,1804.49,37.78
4236-ED-3,Концентрат очищающий 1 л.,Бытовая химия,4,2419.56,667.85
4236-ED-3,Свитер жен.,Одежда,12,1664.97,801.49
4236-ED-3,Пиджак дет.,Одежда,14,6126.59,1309.4
4236-ED-3,Кастрюля мал.,Посуда,17,3982.76,1336.97
4236-ED-3,Сковорода бол.,Посуда,4,4651.38,1811.49
5530-ED-3,Куртка осенняя жен.,Одежда,10,4568.17,1306.53
