doc_id,item,category,amount,price,discount
8513-AA-1,Подушка на стул цв. синий,Текстиль,5,2457.83,531.95
8513-AA-1,Кастрюля бол.,Посуда,6,4414.84,375.99
8513-AA-1,Футболка белая дет.,Одежда,14,5939.37,712.14
9168-AA-1,Моющий гель 0.75 л.,Бытовая химия,3,2853.63,182.6
9168-AA-1,Подушка на стул цв. черный,Текстиль,19,3781.69,100.88
4905-AA-1,Средство моющее 0.25 л.,Бытовая химия,3,3138.91,1343.63
4905-AA-1,Дезинфицирующий спрей 1 л.,Бытовая химия,16,2223.69,833.34
4905-AA-1,Кружка бол.,Посуда,15,7782.13,847.54
4905-AA-1,Свитер жен.,Одежда,10,833.37,83.17
4905-AA-1,Футболка белая жен.,Одежда,16,6091.89,600.42
4214-AA-1,Миска сред.,Посуда,2,935.69,332.21
4214-AA-1,Моющий гель 0.75 л.,Бытовая химия,12,5122.85,1293.51
8716-AA-1,Комплект постельного белья цв. красный,Текстиль,19,4766.3,1305.7
8716-AA-1,Пальто зимнее жен.,Одежда,2,1049.5,28.12
8716-AA-1,Полотенце кухонное цв. зеленый,Текстиль,15,2817.8,593.86
1060-AA-1,Комплект постельного белья цв. красный,Текстиль,15,6015.64,964.96
1060-AA-1,Полотенце махровое цв. белый,Текстиль,11,3462.98,1249.61
6746-AA-1,Миска сред.,Посуда,5,4585.65,1304.39
6746-AA-1,Салатник сред.,Посуда,9,4719.5,24.98
4324-AA-1,Полотенце махровое цв. черный,Текстиль,16,7883.94,2764.62
1890-AA-1,Универсальный очиститель 5 л.,Бытовая химия,17,77.68,3.8
1890-AA-1,Полотенце махровое цв. белый,Текстиль,15,4301.1,1019.23
8209-AA-1,Куртка осенняя дет.,Одежда,14,7697.17,1642.8
8209-AA-1,Концентрат очищающий 0.75 л.,Бытовая химия,11,1644.6,268.4
4953-AA-1,Концентрат очищающий 0.75 л.,Бытовая химия,18,4226.8,658.67
4615-AA-1,Универсальный очиститель 0.5 л.,Бытовая химия,3,5105.75,251.5
4615-AA-1,Свитер муж.,Одежда,19,5197.82,639.13
2048-AA-1,Свитер муж.,Одежда,10,6649.74,368.74
9208-AA-1,Пальто зимнее дет.,Одежда,18,4697.62,1942.66
9608-AA-1,Кружка бол.,Посуда,10,3814.7,1199.79
9608-AA-1,Концентрат очищающий 0.25 л.,Бытовая химия,11,729.8,66.44
9608-AA-1,Концентрат очищающий 1 л.,Бытовая химия,5,9307.68,4424.35
9608-AA-1,Пальто зимнее дет.,Одежда,1,136.15,36.33
2245-AA-1,Концентрат очищающий 0.75 л.,Бытовая химия,14,4017.38,1720.45
2245-AA-1,Полотенце кухонное цв. белый,Текстиль,13,3824.12,2.48
2245-AA-1,Концентрат очищающий 0.25 л.,Бытовая химия,4,1528.92,699.39
2245-AA-1,Покрывало стеганое цв. синий,Текстиль,13,7177.32,3398.44
2245-AA-1,Пальто зимнее муж.,Одежда,16,9630.9,3527.36
5185-AA-1,Полотенце кухонное цв. синий,Текстиль,8,3716.47,63.63
5185-AA-1,Подушка на стул цв. красный,Текстиль,6,3620.8,472.53
9264-AA-1,Средство моющее 0.25 л.,Бытовая химия,11,289.29,94.73
9264-AA-1,Дезинфицирующий спрей 1 л.,Бытовая химия,3,3766.15,516.33
9264-AA-1,Моющий гель 0.5 л.,Бытовая химия,4,7037.39,2174.1
2657-AA-1,Средство моющее 0.5 л.,Бытовая химия,14,9341.47,790.57
2657-AA-1,Салатник мал.,Посуда,3,9385.47,1793.85
5550-AA-1,Моющий гель 5 л.,Бытовая химия,13,4768.16,1111.79
9448-AA-1,Куртка осенняя муж.,Одежда,19,3610.34,1174.86
9448-AA-1,Моющий гель 0.5 л.,Бытовая химия,1,9553.14,3645.82
9448-AA-1,Миска мал.,Посуда,8,5408.98,2333.49
9448-AA-1,Свитер дет.,Одежда,8,4353.21,1212.42
8310-AA-1,Полотенце кухонное цв. красный,Текстиль,16,4486.59,1239.15
8310-AA-1,Полотенце кухонное цв. белый,Текстиль,14,4132.53,1396.88
8310-AA-1,Полотенце махровое цв. синий,Текстиль,16,9304.53,792.69
8310-AA-1,Комплект постельного белья цв. синий,Текстиль,16,4127.14,1505.28
5915-AA-1,Дезинфицирующий спрей 0.75 л.,Бытовая химия,16,4480.57,295.67
5915-AA-1,Пальто зимнее жен.,Одежда,15,7505.7,1023.51
5915-AA-1,Полотенце кухонное цв. белый,Текстиль,13,1719.35,688.63
5915-AA-1,Кружка сред.,Посуда,3,8482.23,3246.81
5915-AA-1,Моющий гель 1 л.,Бытовая химия,20,1261.48,373.52
5683-AA-1,Кастрюля сред.,Посуда,10,3517.25,1149.47
3866-AA-1,Дезинфицирующий спрей 5 л.,Бытовая химия,13,80.2,31.71
6020-AA-1,Кастрюля бол.,Посуда,13,426.54,113.66
6020-AA-1,Сковорода мал.,Посуда,9,7431.62,423.96
1001-AA-1,Кастрюля бол.,Посуда,15,3464.68,1192.25
1001-AA-1,Дезинфицирующий спрей 5 л.,Бытовая химия,18,4470.17,2158.4
1001-AA-1,Концентрат очищающий 0.5 л.,Бытовая химия,19,9651.74,4794.64
9255-AA-1,Кастрюля мал.,Посуда,20,5592.91,951.5
9255-AA-1,Покрывало стеганое цв. синий,Текстиль,13,1812.17,622.42
9255-AA-1,Моющий гель 0.25 л.,Бытовая химия,9,1396.14,527.2
9255-AA-1,Пальто зимнее муж.,Одежда,5,6778.53,2596.38
9255-AA-1,Дезинфицирующий спрей 1 л.,Бытовая химия,14,5349.62,1680.85
4724-AA-1,Полотенце махровое цв. белый,Текстиль,6,1324.46,178.78
4724-AA-1,Кастрюля сред.,Посуда,19,8295.3,2029.47
5797-AA-1,Куртка осенняя жен.,Одежда,4,7811.99,209.65
5797-AA-1,Комплект постельного белья цв. черный,Текстиль,14,6745.92,545.35
5797-AA-1,Дезинфицирующий спрей 5 л.,Бытовая химия,3,7171.86,3389.73
5797-AA-1,Универсальный очиститель 0.25 л.,Бытовая химия,3,8325.86,2612.73
2583-AA-1,Сковорода бол.,Посуда,7,9191.51,3681.99
2583-AA-1,Футболка белая муж.,Одежда,19,8099.78,2570.58
2583-AA-1,Пальто зимнее муж.,Одежда,16,5251.16,169.53
6022-AA-1,Футболка белая муж.,Одежда,9,2451.4,863.83
6022-AA-1,Миска мал.,Посуда,20,4760.66,563.44
6022-AA-1,Кружка бол.,Посуда,16,2721.99,849.6
1422-AA-1,Миска бол.,Посуда,20,5736.54,2391.96
1422-AA-1,Салатник мал.,Посуда,13,6637.27,2392.24
1422-AA-1,Салатник бол.,Посуда,9,5275.67,2063.36
1422-AA-1,Комплект постельного белья цв. черный,Текстиль,4,5942.18,2653.74
1422-AA-1,Кружка сред.,Посуда,3,4264.42,624.83
2943-AA-1,Дезинфицирующий спрей 5 л.,Бытовая химия,7,3676.75,809.76
2943-AA-1,Куртка осенняя жен.,Одежда,18,7810.57,1167.7
2943-AA-1,Моющий гель 0.25 л.,Бытовая химия,11,995.38,344.86
2943-AA-1,Концентрат очищающий 0.25 л.,Бытовая химия,11,5074.35,2300.26
3782-AA-1,Миска бол.,Посуда,20,7743.35,1960.91
3782-AA-1,Полотенце махровое цв. белый,Текстиль,14,164.5,50.12
1910-AA-1,Миска бол.,Посуда,18,4917.82,1696.55
1910-AA-1,Свитер муж.,Одежда,6,9008.79,379.88
1910-AA-1,Концентрат очищающий 0.25 л.,Бытовая химия,11,1750.15,372.51
3691-AA-1,Куртка осенняя муж.,Одежда,20,6584.16,529.74
3980-AA-1,Футболка белая муж.,Одежда,2,7413.86,803.96
3980-AA-1,Комплект постельного белья цв. черный,Текстиль,16,1684.67,650.47
